DB Column Name,Qualtrics Column Name (Long Form),Qualtrics Unique ID
Q8_448,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Afghanistan","{""ImportId"":""QID1216589160_84""}"
Q8_449,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Armenia","{""ImportId"":""QID1216589160_85""}"
Q8_450,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Azerbaijan","{""ImportId"":""QID1216589160_86""}"
Q8_451,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Bahrain","{""ImportId"":""QID1216589160_87""}"
Q8_452,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Bangladesh","{""ImportId"":""QID1216589160_88""}"
Q8_453,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Bhutan","{""ImportId"":""QID1216589160_89""}"
Q8_454,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Brunei","{""ImportId"":""QID1216589160_90""}"
Q8_455,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Cambodia","{""ImportId"":""QID1216589160_91""}"
Q8_456,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - China","{""ImportId"":""QID1216589160_92""}"
Q8_457,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Cyprus","{""ImportId"":""QID1216589160_93""}"
Q8_458,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Georgia","{""ImportId"":""QID1216589160_94""}"
Q8_459,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Hong Kong","{""ImportId"":""QID1216589160_95""}"
Q8_460,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - India","{""ImportId"":""QID1216589160_96""}"
Q8_461,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Iran","{""ImportId"":""QID1216589160_97""}"
Q8_462,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Iraq","{""ImportId"":""QID1216589160_98""}"
Q8_463,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Israel","{""ImportId"":""QID1216589160_99""}"
Q8_464,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Japan","{""ImportId"":""QID1216589160_100""}"
Q8_465,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Jordan","{""ImportId"":""QID1216589160_101""}"
Q8_466,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Kazakhstan","{""ImportId"":""QID1216589160_102""}"
Q8_467,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - South Korea","{""ImportId"":""QID1216589160_103""}"
Q8_468,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Kuwait","{""ImportId"":""QID1216589160_104""}"
Q8_469,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Kyrgyzstan","{""ImportId"":""QID1216589160_105""}"
Q8_470,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Laos","{""ImportId"":""QID1216589160_106""}"
Q8_471,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Lebanon","{""ImportId"":""QID1216589160_107""}"
Q8_472,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Malaysia","{""ImportId"":""QID1216589160_108""}"
Q8_473,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Maldives","{""ImportId"":""QID1216589160_109""}"
Q8_474,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mongolia","{""ImportId"":""QID1216589160_110""}"
Q8_475,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Myanmar","{""ImportId"":""QID1216589160_111""}"
Q8_476,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Nepal","{""ImportId"":""QID1216589160_112""}"
Q8_477,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Oman","{""ImportId"":""QID1216589160_113""}"
Q8_478,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Pakistan","{""ImportId"":""QID1216589160_114""}"
Q8_479,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Palestine","{""ImportId"":""QID1216589160_115""}"
Q8_480,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Philippines","{""ImportId"":""QID1216589160_116""}"
Q8_481,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Qatar","{""ImportId"":""QID1216589160_117""}"
Q8_482,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Saudi Arabia","{""ImportId"":""QID1216589160_118""}"
Q8_483,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Singapore","{""ImportId"":""QID1216589160_119""}"
Q8_484,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Sri Lanka","{""ImportId"":""QID1216589160_120""}"
Q8_485,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Syria","{""ImportId"":""QID1216589160_121""}"
Q8_486,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Tajikistan","{""ImportId"":""QID1216589160_122""}"
Q8_487,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Thailand","{""ImportId"":""QID1216589160_123""}"
Q8_488,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Timor-Leste","{""ImportId"":""QID1216589160_124""}"
Q8_489,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Turkey","{""ImportId"":""QID1216589160_125""}"
Q8_490,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Turkmenistan","{""ImportId"":""QID1216589160_126""}"
Q8_491,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - United Arab Emirates","{""ImportId"":""QID1216589160_127""}"
Q8_492,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Uzbekistan","{""ImportId"":""QID1216589160_128""}"
Q8_493,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Vietnam","{""ImportId"":""QID1216589160_129""}"
Q8_494,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Yemen","{""ImportId"":""QID1216589160_130""}"
Q8_495,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Algeria","{""ImportId"":""QID1216589160_131""}"
Q8_496,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Angola","{""ImportId"":""QID1216589160_132""}"
Q8_497,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Benin","{""ImportId"":""QID1216589160_133""}"
Q8_498,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Botswana","{""ImportId"":""QID1216589160_134""}"
Q8_499,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Burkina Faso","{""ImportId"":""QID1216589160_135""}"
Q8_500,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Burundi","{""ImportId"":""QID1216589160_136""}"
Q8_501,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Cameroon","{""ImportId"":""QID1216589160_137""}"
Q8_502,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Cape Verde","{""ImportId"":""QID1216589160_138""}"
Q8_503,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Central African Republic","{""ImportId"":""QID1216589160_139""}"
Q8_504,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Chad","{""ImportId"":""QID1216589160_140""}"
Q8_505,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Comoros","{""ImportId"":""QID1216589160_141""}"
Q8_506,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Democratic Republic of Congo","{""ImportId"":""QID1216589160_142""}"
Q8_507,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Republic of Congo","{""ImportId"":""QID1216589160_143""}"
Q8_508,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Ivory Coast","{""ImportId"":""QID1216589160_144""}"
Q8_509,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Djibouti","{""ImportId"":""QID1216589160_145""}"
Q8_510,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Egypt","{""ImportId"":""QID1216589160_146""}"
Q8_511,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Equatorial Guinea","{""ImportId"":""QID1216589160_147""}"
Q8_512,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Eritea","{""ImportId"":""QID1216589160_148""}"
Q8_513,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Ethiopia","{""ImportId"":""QID1216589160_149""}"
Q8_514,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Gabon","{""ImportId"":""QID1216589160_150""}"
Q8_515,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Gambia","{""ImportId"":""QID1216589160_151""}"
Q8_516,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Ghana","{""ImportId"":""QID1216589160_152""}"
Q8_517,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Guinea","{""ImportId"":""QID1216589160_153""}"
Q8_518,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Guinea-Bissau","{""ImportId"":""QID1216589160_154""}"
Q8_519,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Kenya","{""ImportId"":""QID1216589160_155""}"
Q8_520,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Lesotho","{""ImportId"":""QID1216589160_156""}"
Q8_521,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Liberia","{""ImportId"":""QID1216589160_157""}"
Q8_522,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Libya","{""ImportId"":""QID1216589160_158""}"
Q8_523,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Madagascar","{""ImportId"":""QID1216589160_159""}"
Q8_524,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Malawi","{""ImportId"":""QID1216589160_160""}"
Q8_525,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mali","{""ImportId"":""QID1216589160_161""}"
Q8_526,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mauritania","{""ImportId"":""QID1216589160_162""}"
Q8_527,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Click to write Choice 163","{""ImportId"":""QID1216589160_163""}"
Q8_528,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mauritius","{""ImportId"":""QID1216589160_164""}"
Q8_529,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mauritania","{""ImportId"":""QID1216589160_165""}"
Q8_530,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mauritius","{""ImportId"":""QID1216589160_166""}"
Q8_531,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Morocco","{""ImportId"":""QID1216589160_167""}"
Q8_532,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Mozambique","{""ImportId"":""QID1216589160_168""}"
Q8_533,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Namibia","{""ImportId"":""QID1216589160_169""}"
Q8_534,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Niger","{""ImportId"":""QID1216589160_170""}"
Q8_535,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Nigeria","{""ImportId"":""QID1216589160_171""}"
Q8_536,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Rwanda","{""ImportId"":""QID1216589160_172""}"
Q8_537,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Sao Tome and Principe","{""ImportId"":""QID1216589160_173""}"
Q8_538,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Senegal","{""ImportId"":""QID1216589160_174""}"
Q8_539,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Seychelles","{""ImportId"":""QID1216589160_175""}"
Q8_540,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Sierra Leone","{""ImportId"":""QID1216589160_176""}"
Q8_541,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Somalia","{""ImportId"":""QID1216589160_177""}"
Q8_542,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - South Africa","{""ImportId"":""QID1216589160_178""}"
Q8_543,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Sudan","{""ImportId"":""QID1216589160_179""}"
Q8_544,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Swaziland","{""ImportId"":""QID1216589160_180""}"
Q8_545,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Tanzania","{""ImportId"":""QID1216589160_181""}"
Q8_546,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Togo","{""ImportId"":""QID1216589160_182""}"
Q8_547,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Tunisia","{""ImportId"":""QID1216589160_183""}"
Q8_548,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Uganda","{""ImportId"":""QID1216589160_184""}"
Q8_549,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Western Sahara","{""ImportId"":""QID1216589160_185""}"
Q8_550,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Zambia","{""ImportId"":""QID1216589160_186""}"
Q8_551,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Zimbabwe","{""ImportId"":""QID1216589160_187""}"
Q8_552,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Australia","{""ImportId"":""QID1216589160_188""}"
Q8_553,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Fiji","{""ImportId"":""QID1216589160_189""}"
Q8_554,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Guam","{""ImportId"":""QID1216589160_190""}"
Q8_555,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Kiribati","{""ImportId"":""QID1216589160_191""}"
Q8_556,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Marshall Islands","{""ImportId"":""QID1216589160_192""}"
Q8_557,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Micronesia","{""ImportId"":""QID1216589160_193""}"
Q8_558,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Nauru","{""ImportId"":""QID1216589160_194""}"
Q8_559,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - New Zealand","{""ImportId"":""QID1216589160_195""}"
Q8_560,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Palau","{""ImportId"":""QID1216589160_196""}"
Q8_561,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Papua New Guniea","{""ImportId"":""QID1216589160_197""}"
Q8_562,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Samoa","{""ImportId"":""QID1216589160_198""}"
Q8_563,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Solomon Islands","{""ImportId"":""QID1216589160_199""}"
Q8_564,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Tonga","{""ImportId"":""QID1216589160_200""}"
Q8_565,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Tuvalu","{""ImportId"":""QID1216589160_201""}"
Q8_567,"Please select the country(ies) that you have served in.
Please rank the countries in order of duration, having served the most time in #1. - Click to write Choice 202","{""ImportId"":""QID1216589160_202""}"
Q9,In what mission did you serve?,"{""ImportId"":""QID1216589161_TEXT""}"
Q10,MissionEndDate,"{""ImportId"":""QID1216589162""}"
Q11,MissionLangMonths,"{""ImportId"":""QID1216589163""}"
Q12,NumNativeComps,"{""ImportId"":""QID1216589164""}"
Q13,NatCompMonths,"{""ImportId"":""QID1216589165""}"
Q14,LanguageSchoolYears,"{""ImportId"":""QID1216589166""}"
Q15,StudyAbroadQuestion,"{""ImportId"":""QID1216589167""}"
Q16,"Were you involved in a Dual Language Immersion (DLI) Program in Elementary, middle, and/or High School? 

(Dual Language Immersion students have 50% of their Elementary instruction in [Field-LangToStudy], and the other 50% is in English. These elementary students generally go on to take two courses in Middle and or High School in the [Field-LangToStudy] language)","{""ImportId"":""QID1216589168""}"
Q17,StudyAbroadLocation,"{""ImportId"":""QID1216589169_TEXT""}"
Q18,StudyAbroadTime,"{""ImportId"":""QID1216589170""}"
Q19,Informally,"{""ImportId"":""QID1216589171_TEXT""}"
Q2,GRIT1,"{""ImportId"":""QID1216589143""}"
Q3,GRIT2,"{""ImportId"":""QID1216589144""}"
Q4,GRIT3,"{""ImportId"":""QID1216589145""}"
Q5,GRIT4,"{""ImportId"":""QID1216589146""}"
Q6,GRIT5,"{""ImportId"":""QID1216589147""}"
Q7,GRIT6,"{""ImportId"":""QID1216589148""}"
Q8,GRIT7,"{""ImportId"":""QID1216589149""}"
Q9,GRIT8,"{""ImportId"":""QID1216589150""}"
Q10,GRIT9,"{""ImportId"":""QID1216589151""}"
Q11,GRITComments,"{""ImportId"":""QID1216589152_TEXT""}"
Q2_1,"NS_At_Home - If I encountered some native speakers of [Field-LangToStudy] in the street, restaurant, hotel, etc., I hope an opportunity would arise and they would talk to me.","{""ImportId"":""QID1216589175_1""}"
Q2_2,"NS_At_Home - If I encountered some native speakers of [Field-LangToStudy] in the street, restaurant, hotel, etc., I would find an excuse and would talk to them.","{""ImportId"":""QID1216589175_2""}"
Q2_3,"NS_At_Home - If I encountered some native speakers of [Field-LangToStudy] who are facing problems in my country because of not knowing our language, I would take advantage of this opportunity and would talk to them.","{""ImportId"":""QID1216589175_3""}"
Q2_4,NS_At_Home - I am willing to accompany some native speakers of [Field-LangToStudy] and be their tour guide for a day free of charge.,"{""ImportId"":""QID1216589175_4""}"
Q2_5,NS_At_Home - I am willing to talk with native speakers of [Field-LangToStudy].,"{""ImportId"":""QID1216589175_5""}"
Q2_6,NS_At_Home - If someone introduced me to a native-speaker of [Field-LangToStudy] I would like to try my abilities in communicating with him/her in [Field-LangToStudy].,"{""ImportId"":""QID1216589175_6""}"
Q3_1,"NS_Online - If I encountered some native speakers of [Field-LangToStudy] in an online forum, I hope an opportunity would arise and they would message me.","{""ImportId"":""QID1216589176_1""}"
Q3_2,"NS_Online - If I encountered some native speakers of [Field-LangToStudy] in an online forum, I would find an excuse and would message them.","{""ImportId"":""QID1216589176_2""}"
Q3_3,"NS_Online - If I encountered some native speakers of [Field-LangToStudy] who are facing problems online because of not knowing our language, I would take advantage of this opportunity and would message them.","{""ImportId"":""QID1216589176_3""}"
Q3_4,NS_Online - I am willing to communicate with native speakers of [Field-LangToStudy] online.,"{""ImportId"":""QID1216589176_4""}"
Q3_5,"NS_Online - If someone introduced me to a native-speaker of [Field-LangToStudy], I would like to try my abilities in communicating with him/her in [Field-LangToStudy] online.","{""ImportId"":""QID1216589176_5""}"
Q4_1,"NNS_SameLang_School - In order to practice my [Field-LangToStudy], I am willing to talk in [Field-LangToStudy] with my classmates outside the class.","{""ImportId"":""QID1216589177_1""}"
Q4_2,NNS_SameLang_School - I am willing to ask questions in [Field-LangToStudy] in the classes at the university.,"{""ImportId"":""QID1216589177_2""}"
